index,rouge1,rouge2,rougeL
0,0.2834008097165992,0.016260162601626018,0.145748987854251
1,0.29479768786127164,0.029069767441860465,0.1445086705202312
2,0.15444015444015446,0.015564202334630349,0.10810810810810811
3,0.125,0.05263157894736842,0.09375
4,0.3962264150943396,0.08056872037914692,0.16981132075471697
5,0.2542955326460481,0.020761245674740483,0.13058419243986255
6,0.2,0.022388059701492533,0.11851851851851851
7,0.28571428571428575,0.1793103448275862,0.1904761904761905
8,0.2317880794701987,0.09333333333333332,0.16556291390728478
9,0.296875,0.14285714285714288,0.1875
10,0.20792079207920788,0.039999999999999994,0.1188118811881188
11,0.25,0.0574712643678161,0.1590909090909091
12,0.24521072796934862,0.04633204633204634,0.13793103448275865
13,0.1518987341772152,0.025641025641025637,0.08860759493670887
14,0.3017543859649123,0.12014134275618372,0.18245614035087718
15,0.2702702702702703,0.032786885245901634,0.14054054054054055
16,0.2057142857142857,0.023121387283236993,0.10285714285714286
17,0.31316725978647686,0.07885304659498207,0.1708185053380783
18,0.32786885245901637,0.13259668508287292,0.2185792349726776
19,0.265625,0.07936507936507936,0.15625
20,0.18749999999999997,0.031496062992125984,0.11718750000000003
21,0.19469026548672566,0.0,0.12389380530973451
22,0.2222222222222222,0.03773584905660377,0.14814814814814817
23,0.18705035971223025,0.0,0.10791366906474821
24,0.21367521367521367,0.025862068965517244,0.1282051282051282
25,0.3787878787878788,0.15384615384615385,0.2878787878787879
26,0.20168067226890757,0.034188034188034185,0.13445378151260504
27,0.264,0.056451612903225805,0.144
28,0.3304347826086957,0.08849557522123894,0.2608695652173913
29,0.21348314606741572,0.022727272727272724,0.1460674157303371
30,0.15503875968992248,0.020779220779220776,0.10852713178294573
31,0.3191489361702128,0.03225806451612903,0.18085106382978722
32,0.18897637795275593,0.0,0.09448818897637797
33,0.40625,0.20634920634920637,0.234375
34,0.3515151515151515,0.20858895705521474,0.3151515151515151
35,0.21917808219178084,0.0,0.10958904109589042
36,0.18947368421052632,0.05653710247349823,0.12631578947368421
37,0.3584905660377359,0.23076923076923078,0.32075471698113206
38,0.3718592964824121,0.07106598984771574,0.1909547738693467
39,0.3503649635036496,0.08088235294117649,0.1824817518248175
40,0.22330097087378642,0.0588235294117647,0.1262135922330097
41,0.1904761904761905,0.034934497816593885,0.12987012987012989
42,0.29585798816568054,0.0718562874251497,0.15384615384615385
43,0.125,0.05185185185185186,0.08088235294117647
44,0.2222222222222222,0.0,0.1037037037037037
45,0.2823529411764706,0.05952380952380952,0.2
46,0.34782608695652173,0.07352941176470588,0.2318840579710145
47,0.15533980582524273,0.013029315960912053,0.0970873786407767
48,0.18357487922705315,0.0,0.11594202898550725
49,0.3090909090909091,0.12844036697247707,0.23636363636363636
50,0.228310502283105,0.018433179723502308,0.1187214611872146
51,0.23140495867768593,0.0,0.1322314049586777
52,0.18604651162790697,0.0,0.09302325581395349
53,0.1694915254237288,0.017241379310344827,0.0847457627118644
54,0.1348314606741573,0.02272727272727273,0.10112359550561799
55,0.3208191126279864,0.04810996563573883,0.17747440273037543
56,0.09615384615384615,0.0,0.06923076923076923
57,0.3270440251572327,0.11464968152866241,0.18867924528301885
58,0.13297872340425532,0.0053475935828877,0.09042553191489361
59,0.03846153846153846,0.0,0.03076923076923077
60,0.1789473684210526,0.02127659574468085,0.1473684210526316
61,0.43795620437956206,0.23703703703703702,0.291970802919708
62,0.2762430939226519,0.13407821229050276,0.24309392265193372
63,0.3551401869158879,0.15238095238095237,0.24299065420560745
64,0.15172413793103448,0.0,0.1103448275862069
65,0.17977528089887637,0.0,0.11235955056179775
66,0.3221476510067114,0.16216216216216214,0.2550335570469799
67,0.23076923076923078,0.05263157894736842,0.15384615384615385
68,0.3255813953488372,0.04093567251461988,0.1453488372093023
69,0.18452380952380953,0.05389221556886228,0.11309523809523808
70,0.26540284360189575,0.17224880382775118,0.21800947867298578
71,0.29299363057324845,0.12903225806451613,0.178343949044586
72,0.3333333333333333,0.19718309859154928,0.2638888888888889
73,0.18696883852691218,0.045584045584045586,0.12464589235127477
74,0.2943396226415094,0.03802281368821293,0.13584905660377358
75,0.09649122807017545,0.008849557522123894,0.07894736842105264
76,0.35684647302904565,0.11715481171548117,0.19917012448132781
77,0.2555066079295154,0.07111111111111111,0.13215859030837007
78,0.13438735177865613,0.01593625498007968,0.07905138339920949
79,0.1893491124260355,0.03571428571428571,0.13609467455621302
80,0.5301204819277109,0.46913580246913583,0.45783132530120485
81,0.17475728155339806,0.019801980198019802,0.11650485436893204
82,0.16455696202531644,0.006369426751592355,0.09493670886075949
83,0.1391941391941392,0.0,0.08058608058608059
84,0.2028985507246377,0.0,0.11594202898550725
85,0.1749271137026239,0.10557184750733137,0.13994169096209913
86,0.2127659574468085,0.028776978417266185,0.09929078014184398
87,0.3896103896103897,0.15789473684210525,0.2337662337662338
88,0.3577981651376147,0.17592592592592593,0.2752293577981651
89,0.125,0.027972027972027972,0.09027777777777778
90,0.24742268041237114,0.06315789473684211,0.18556701030927836
91,0.23770491803278687,0.09090909090909091,0.14754098360655737
92,0.22680412371134023,0.020833333333333332,0.12371134020618556
93,0.1836734693877551,0.0,0.08163265306122448
94,0.3214285714285714,0.23423423423423423,0.25892857142857145
95,0.3880597014925374,0.09045226130653265,0.1890547263681592
96,0.45945945945945943,0.3055555555555556,0.35135135135135137
97,0.3383084577114428,0.12060301507537688,0.208955223880597
98,0.1863799283154122,0.014440433212996392,0.10035842293906809
99,0.20795107033639146,0.01846153846153846,0.10397553516819573
