index,score,reason,passed
0,0.2777777777777778,"The score is 0.28 because the summary contains multiple contradictions with the original text, including incorrect information about the purpose of the bill and the Colfax Viaduct's original use and cost. Additionally, the summary includes extra information not mentioned in the original text, such as Councilwoman Ortega's concerns and Councilman Clarke's role, which further detracts from its accuracy.",False
1,0.0,"The score is 0.00 because the summary contains contradictory information to the original text regarding the purpose of Council Bill 161 and the outcome of the vote on the amendment, indicating a lack of accuracy in summarizing the content.",False
2,0.5,"The score is 0.50 because the summary partially contradicts the original text by mentioning a delay in the first reading of Council Bill 161, which is not present in the original text. Additionally, the summary does not mention the moratorium extension filed on February 27th, but it does not introduce any new information that is not present in the original text.",True
3,0.4,"The score is 0.40 because the summary contains contradictory information about proposed changes to support immigrants under DACA and a new executive order on Muslim countries, which are not present in the original text.",True
4,0.16666666666666666,"The score is 0.17 because the summary contains multiple contradictions with the original text, including incorrect information about Transportation Demand Management policies and unanimous votes for Council Bill 161 and zoning code amendments. Additionally, the summary introduces extra information not mentioned in the original text, such as public hearings for Council Bills 84 and 277. Furthermore, the summary fails to accurately reflect action items or next steps discussed in the original text.",False
5,0.4,"The score is 0.40 because the summary contains contradictory information about Council Bill 161's committee meeting date and incorrectly omits the 60-day moratorium extension, indicating a moderate level of summarization quality.",True
6,0.4,"The score is 0.40 because the summary incorrectly states that it's for a new council bill, contradicting the original text which specifies Council Bill 161. Additionally, the summary provides extra information about scheduling public hearings and sending roll calls to Roll Call Clerk Espinosa, which is not mentioned in the original text.",True
7,0.75,"The score is 0.75 because the summary accurately captures the main points from the original text, but also includes some extra information that is not present in the original text, specifically about the vote and motion to postpone the clerk's filing. However, this extra information does not significantly impact the overall accuracy of the summary.",True
8,0.16666666666666666,"The score is 0.17 because the summary contains contradicting information (proposal to vacate a portion of the right-of-way on 20th Street and concerns about traffic and parking) not mentioned in the original text, and extra information (mention of Denver, Colorado) that is also not present.",False
9,0.25,"The score is 0.25 because the summary contains contradicting information (date and voting on legislation) and extra information (holding the file for another week) that are not present in the original text, indicating a poor summarization quality.",False
10,0.5,"The score is 0.50 because the summary partially contradicts the original text, with three instances of incorrect information: John English's role at Muldoon Saloon, Councilman Orson's motion, and the City Council's request to monitor for violations. However, there are no extra pieces of information not mentioned in the original text, and the summary does answer one question that was posed.",True
11,0.4,"The score is 0.40 because the summary contradicts specific details from the original text, such as the city council's discussion on Council Bill 71 and the scheduling of the public hearing, indicating a moderate level of accuracy.",True
12,0.0,"The score is 0.00 because the summary contains multiple contradictions with the original text, including incorrect information about Council Bill 190776 and its passage, as well as extra details not mentioned in the original text such as persuasion tactics and neighborhood opposition.",False
13,0.125,"The score is 0.12 because the summary contains multiple contradictions with the original text, including incorrect information about Council Bill 19 0913's vote and agenda order, as well as extra information not mentioned in the original text such as council discussions on bills for introduction and final consideration.",False
14,0.375,"The score is 0.38 because the summary contains contradictory information (e.g., incorrect comparison to Gerald Desmond Bridge, signature stay cable design) and extra information not mentioned in the original text (e.g., bike lane connection, project duration).",True
15,0.3333333333333333,"The score is 0.33 because the summary contains contradictory information (Councilman Flynn's vote and the status of Council bill 522) and extra information not mentioned in the original text, indicating that it does not accurately represent the original content.",True
16,0.25,"The score is 0.25 because the summary contains contradicting information from the original text, specifically incorrectly stating that Councilwoman Canete moved bill 1907 to be ordered published when it was actually Councilwoman CdeBaca who did so.",False
17,0.2857142857142857,"The score is 0.29 because the summary contains multiple contradictions with the original text, including incorrect rent increase and lease extension dates, as well as an invitation to a committee meeting that was not mentioned in the original text.",False
18,0.5,"The score is 0.50 because the summary partially contradicts the original text, specifically mentioning that the docket will remain in committee for working sessions and reducing the fiscal year 22 appropriation for reserve for collective bargaining by $2,016,409, which are not mentioned in the original text.",True
19,0.3333333333333333,The score is 0.33 because the summary contains contradictory information to the original text regarding Councilman Austin's actions and ownership changes for Muldoon's Saloon.,True
20,0.2857142857142857,"The score is 0.29 because the summary contains contradicting information (pit bulls being friendly and non-aggressive) that was not present in the original text, and extra information (specific reasons for voting in favor of the bill and resources needed for animal control efforts) that was not mentioned in the original text.",False
21,0.2,"The score is 0.20 because the summary contains significant contradictions with the original text, including a direct contradiction about the postponement of public hearing and an implication that only one party agreed to the 60-day pause, which is not explicitly stated in the original text. Additionally, the summary introduces extra information not mentioned in the original text, such as North Denver and Landmark Preservation Commission meeting tomorrow.",False
22,0.5,"The score is 0.50 because the summary partially contradicts the original text by mentioning July 14th as the reason for postponement, which is not mentioned in the original text. Additionally, the summary does not mention the correct reason for postponement ('the need for additional time to consider the initiative'). However, the summary does accurately state that clerk file 314495 will be held until July 14.",True
23,0.3333333333333333,"The score is 0.33 because the summary contains contradictory information about Bill 868's requirements (stating it requires republishing due to changes in title ownership when the original text says it's due to an amendment) and fails to accurately represent the original text, indicating a lack of understanding or misinterpretation.",True
24,0.375,The score is 0.38 because the summary contains contradicting information (8-5 vote in favor of overriding the veto) and extra information not mentioned in the original text (Councilman Herndon's argument).,True
25,0.6,"The score is 0.60 because the summary correctly identifies some contradictions and extra information, but also fails to capture all discrepancies between the original text and the summary. The summary accurately notes that the ordinance does not take effect citywide, which is a contradiction with the original text's statement about immediate commencement from September 8th. However, it misses other potential issues and inaccuracies in the original text.",True
26,0.6,"The score is 0.60 because there is some contradiction with the original text, but it's not severe enough to significantly impact the overall quality of the summary.",True
27,0.6666666666666666,"The score is 0.67 because the summary accurately captures the main points of the original text, but introduces a contradiction by mentioning a '9-0 vote' which is not present in the original text. Additionally, it fails to answer one question that can be answered by the original text.",True
28,0.6666666666666666,"The score is 0.67 because the summary accurately captures the main point of Mr. Andrews' motion, but fails to address a minor contradiction regarding the reason for holding over the discussion (lack of time), which is not explicitly stated in the original text.",True
29,0.2857142857142857,"The score is 0.29 because the summary contains contradicting information (reducing attractiveness and restricting access) not mentioned in the original text, and extra information about a majority of council members voting in favor which is also not explicitly stated.",False
30,0.42857142857142855,"The score is 0.43 because the summary contains contradictory information about Councilman Herndon and Flynn's suggestions on delaying the vote, contradicts the original text by mentioning opposition from Councilwoman CdeBaca who was not mentioned at all in the original text, and does not provide any information on action items or next steps discussed during the meeting.",True
31,0.25,"The score is 0.25 because the summary contains contradictory information about Council Bill 820 and rezoning, which deviates from the original text's clear statements. Additionally, the summary fails to address questions that can be answered by the original text.",False
32,0.6,"The score is 0.60 because the summary introduces contradictory information regarding the time limit for speakers to address the council members, which deviates from the original text's clear statement of a 3-minute speaking time without yielding. Additionally, the summary fails to mention the third-party buyer in the landmark preservation application, which was not present in the original text.",True
33,0.5,"The score is 0.50 because the summary partially contradicts the original text by mentioning supporting documentation for the permit, which is not present in the original text. Additionally, the summary introduces extra information about Long Beach and the police department's role that is not mentioned in the original text.",True
34,0.16666666666666666,"The score is 0.17 because the summary contains multiple contradictions with the original text, including incorrect claims about Councilor Royal's recommendation and the discussion of language amendments. Additionally, the summary includes extra information not mentioned in the original text, such as receiving feedback from the administration and advocates.",False
35,0.2857142857142857,"The score is 0.29 because the summary contains multiple inaccuracies and omissions, including incorrect claims about the type of vote held and the approval process, as well as failure to mention crucial details such as the motion made by Councilwoman Cranitch and the lack of public hearings scheduled for final consideration.",False
36,0.36363636363636365,"The score is 0.36 because the summary contains several contradictions with the original text, including concerns about penalizing adults and preventing youth access to flavored tobacco products, which are not mentioned in the original text. Additionally, some alternative solutions proposed by council members are also not present in the original text.",True
37,0.4,"The score is 0.40 because the summary contains contradicting information (approval by Mayor, City Attorney, and City Council Member for Primary Elections) and extra information not mentioned in the original text (motion to file the Clark file 314495 being moved and seconded), indicating a moderate level of accuracy.",True
38,0.5,"The score is 0.50 because the summary contains contradictory information about the type of vote (consent block vs roll call) and the status of resolutions (adopted and placed upon final consideration vs released for final consideration), indicating a moderate level of inaccuracy, but also includes extra information not present in the original text about the amendment's purpose and relation to the National Western project.",True
39,0.5,"The score is 0.50 because the summary contains some contradictions with the original text, but also accurately conveys the main points without introducing new information that isn't present in the original text.",True
40,0.5,"The score is 0.50 because the summary contains contradictory information about the type of permit and the reason for Council Member Austin's request, indicating a moderate level of accuracy.",True
